	Kingdom	Phylum	Class	Order	Family	Genus	Species
2675775	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Enterobacteriaceae endosymbiont of Donacia clavipes
395631	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Phytobacter	diazotrophicus
2773264	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	sp. Tan611
2831895	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	sp. JSRIV004
2831894	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	sp. JSRIV002
3037258	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	sp. X85
2768165	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	sp. MT58
3024247	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	sp. SS70
82986	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	
235559	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus	endosymbiont of Aleurodicus dispersus
3041619	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus	sp. aPb
2944234	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. LRP2-20
2126069	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. LBUM920
2971912	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. CBS
2861799	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. Colony2
2954094	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. FP453
658632	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. R11-23-07
2697023	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. AN-B15
1173273	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. R2-37-08W
2895486	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. B21-040
2749999	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. RtIB026
2749808	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. Y5-11
2867408	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. 3-2
2895490	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. B21-048
2597770	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. BJP69
3042029	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. PMCC200367
520056	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. P13
1534110	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. DR 5-09
2954087	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. FP2254
2069256	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. XWY-1
1573720	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. S49
1636610	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. PONIH3
2954096	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. FP597
2954082	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. FP1935
2962597	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. Z8(2022)
2479393	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. LTGT-11-2Z
2587597	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. SWI7
53409	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	coronafaciens
251701	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	syringae group genomosp. 3
169669	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	extremorientalis
651740	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	cedrina
1615674	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	lactis
2842354	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	maumuensis
2812000	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	hygromyciniae
2745514	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	salmasensis
2894079	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	oryziphila
2505979	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	viciae
485870	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	anuradhapurensis
1985254	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	phaseoli
2775159	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	hydrangeae
2691571	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	sp. 364
3027225	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	sp. BIO128-Bstrain
2992573	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	auxotrophicus
262324	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	gummosus
141948	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	
70411	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria	
766224	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	jasicida
2819100	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	sp. SCSIO 43140
2785123	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	sp. ED002
1891186	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	aphrogenes
3034029	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	syngnathi
1763883	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	cidicii
1194427	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	toranzoniae
198832	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	pomeroyi
659	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	phosphoreum
2003370	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Salinivibrio	sp. YCSC6
51367	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Salinivibrio	costicola
2717374	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	sp. A020
1346287	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	sp. A3H3
1666906	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	sp. HL-93
2609667	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	piezotolerans
2059264	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	sp. Pdp11
2991940	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	sp. DAU305
2908650	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	sp. OMA3-2
2864211	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	mangrovisoli
621376	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	donghaensis
182141	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	prydzensis
907197	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Psychrosphaera	
233316	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	stellipolaris
715451	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	naphthalenivorans
3030492	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	sp. PTE2
267893	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae		
67572	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	
720	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	lignieresii
2911526	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Avibacterium	sp. 20-132
1758189	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	sp. ACNIH2
1636603	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	sp. ACNIH1
2708348	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	sp. WY4
2810070	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	sp. Colony158
1871111	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	defluvii
1699621	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	sp. P11F6
1335745	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Spiribacter	
1636609	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	sp. ASNIH4
2778063	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	sp. FDAARGOS 1414
2778058	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	sp. FDAARGOS 1409
2964606	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	sp. QJXJ
933	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrospira	
657445	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	noatunensis
1085647	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Allofrancisella	inopinata
444	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae		
2746060	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	sp. PC1000
1656159	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	endosymbiont of Dermacentor marginatus
254245	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	
204619	Bacteria	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Candidatus Nardonella	
650377	Bacteria	Pseudomonadota	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Salinisphaera	endosymbiont of Euscepes postfasciatus
3039160	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	sp. CC1099
2782660	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	sp. 192
2782629	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	sp. 155
2744520	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	sp. 131-3-5
43617	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	mediterraneum
2950541	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	sp. GZWM139
1870862	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aminobacter	sp. SS-2016
2718876	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	sp. SyP6R
31998	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	radiotolerans
2938232	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylorubrum	sp. GM97
2587854	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Labrenzia	sp. THAF35
1844051	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	sp. 09RB8910
2759660	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	sp. HY038
2133959	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	kosoyi
255475	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae		
425	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylosinus	
59282	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Blastochloridaceae	Blastochloris	
1983755	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	sp. LB126
2979467	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	sp. WTD-1
2709685	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parasphingorhabdus	
1041	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	
361177	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	
1295327	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Croceicoccus	
34008	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rhodovulum	
74349	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	guttiformis
53945	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Octadecabacter	
2500548	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	oryzoeni
3068314	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	sp. C43
1532555	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	sp. DS20
293	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	diminuta
20	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	
783	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	rickettsii
2761623	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	tillamookensis
169402	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	endosymbiont of Folsomia candida
2954046	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	endosymbiont (group A) of Philonthus cognatus
2916816	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	endosymbiont of Howardula sp.
770	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	marginale
255474	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvularculales	Parvularculaceae		
1207504	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	pseudomultivorans
2576922	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	sp. JS-Mosq-20-D10
3047864	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	sp. HIN5
1855910	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	sp. MWH-S4W17
2705547	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	sp. SBC2
2018044	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Candidatus Vallotia	
28065	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	
2709302	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	sp. Dwa41.01b
323284	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	aquatilis
90243	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Oligella	
34102	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Sphaerotilus	
392332	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geoalkalibacteraceae	Geoalkalibacter	
213121	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae		
178440	Bacteria	Verrucomicrobiota	Opitutae	Opitutales	Opitutaceae	Opitutus	
2795384	Bacteria	Verrucomicrobiota	Methylacidiphilae	Candidatus Methylacidiphilales	Candidatus Methylacidiphilaceae	Methylacidiphilum	sp. IT5
83556	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	felis
83555	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	abortus
1643512	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp. OMZ 855
2791015	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Sphaerochaetaceae		
44449	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	recurrentis
2518322	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Candidatus Borrelia fainii
2951104	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Breznakiellaceae		
2838238	Bacteria	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	sp. mild_001
1848766	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	ornithocola
497724	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	subantarcticus
392733	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Terriglobus	
2423	Bacteria	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	islandicum
558314	Bacteria	Aquificota	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae		
2934937	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halocatena	marina
3056835	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorarius	
171163	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halosimplex	
1932004	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	taiwanensis
2810537	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	sp. BOL4-2
1075398	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Salarchaeum	
869888	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Natronoarchaeaceae	Salinarchaeum	laminariae
2878535	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	salinisoli
121871	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	
3031998	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halobaculum	sp. DT92
2497325	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halorubrum	sp. BOL3-1
2739057	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halorubrum	salinarum
1816183	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	rallus
2194	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae		
2314	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoplanus	
395331	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	
2159	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae		
2606912	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	sp. THM-2
73913	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	vulcanius
83171	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	fervens
1301915	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	bathoardescens
1937005	Archaea	Euryarchaeota	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus	sp. SNP6
246969	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	sp. AM4
71997	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	gorgonarius
1008460	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	yayanosii
84156	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	profundus
3037654	Archaea	Euryarchaeota	Methanonatronarchaeia	Methanonatronarchaeales	Methanonatronarchaeaceae	Methanonatronarchaeum	sp. AMET-Sl
2824673	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Stygiolobus	caldivivus
121277	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	arsenaticum
184117	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	uzoniensis
1365176	Archaea	Thermoproteota	Thermoprotei	Thermofilales	Thermofilaceae	Thermofilum	adornatum
338192	Archaea	Nitrososphaerota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	maritimus
1898749	Archaea	Nitrososphaerota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosomarinus	catalina
2942994	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Buchavirus	
2955549	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Buchavirus	copri
2955735	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Intestiviridae	Dabirmavirus	hominis
2845424	Viruses	Uroviricota	Caudoviricetes			Skunavirus	MP1
2845454	Viruses	Uroviricota	Caudoviricetes			Skunavirus	L18
2845451	Viruses	Uroviricota	Caudoviricetes			Skunavirus	E1127
2845152	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Crevaviridae	Skunavirus	sv13W11L
2495532	Viruses	Uroviricota	Caudoviricetes	Kirjokansivirales	Salasmaviridae	Gaunavirus	SRT01hs
2733155	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Herelleviridae	Shapirovirus	
59241	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Schitoviridae	Pacinivirus	Streptococcus phage Dp-1
2795745	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Aliceevansviridae	Eponavirus	Cronobacter phage A24
2591025	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Steigviridae	Kahnovirus	Aeromonas phage LAh10
36343	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Crevaviridae	Ceduovirus	bIL67
2845389	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Crevaviridae	Ceduovirus	CHPC1170
2845387	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Crevaviridae	Ceduovirus	CHPC1020
2732683	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Autographiviridae	Ghunavirus	
2843351	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Schitoviridae	Audreyjarvisvirus	
2845189	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Aliceevansviridae	Audreyjarvisvirus	AM4
2733178	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Demerecviridae	Godonkavirus	
1993867	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Salasmaviridae	Fromanvirus	trixie
1993863	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Demerecviridae	Fromanvirus	twister
2734150	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Aliceevansviridae	Toutatisvirus	toutatis
2956491	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Straboviridae	Tegunavirus	fheyen901
2846396	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Demerecviridae	Flowerpowervirus	flowerpower
2956114	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Straboviridae	Liefievirus	paito
1636618	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Intestiviridae	Fletchervirus	
2955509	Viruses	Uroviricota	Caudoviricetes	Nakonvirales	Ahpuchviridae	Bixzunavirus	tonenili
1982902	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Vilmaviridae	Acadianvirus	baee
